Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
25686515,"El camino de los reyes (El archivo de las tormentas, #1)",Brandon Sanderson,"Sanderson, Brandon",Rafael Marín Trechera,"=""""","=""9788466657662""",4,4.66,Nova Ciencia Ficción (Ediciones B),Hardcover,1196,2019,2010,2024/03/15,2023/10/29,,,read,,,,1,0
60217302,"Twisted Lies (Twisted, #4)",Ana Huang,"Huang, Ana",,"=""""","=""""",0,4.22,,Kindle Edition,530,2022,2022,,2024/03/13,currently-reading,currently-reading (#6),currently-reading,,,,1,0
199862349,"Ruthless Vows (Letters of Enchantment, #2)",Rebecca   Ross,"Ross, Rebecca",,"=""0008588228""","=""9780008588229""",4,4.12,Magpie,Hardcover,420,2024,2023,2024/03/11,2024/03/07,,,read,,,,1,0
62796217,"Divine Rivals (Letters of Enchantment, #1)",Rebecca   Ross,"Ross, Rebecca",,"=""0008588155""","=""9780008588151""",5,4.22,HarperCollins Publishers,Hardcover,368,2023,2023,2024/03/09,2024/01/02,,,read,,,,1,0
3421809,Tokio Blues / Norwegian Wood,Haruki Murakami,"Murakami, Haruki",Lourdes Porta Fuentes,"=""8483835045""","=""9788483835043""",4,4.01,Tusquets Editores S.A.,Mass Market Paperback,384,2007,1987,2024/03/07,2024/03/04,,,read,,,,1,0
61668207,"The Last Dragon King (Kings of Avalier, #1)",Leia Stone,"Stone, Leia",,"=""""","=""""",0,3.73,,Kindle Edition,358,2022,2022,,2024/03/06,"to-read, fisico, fantasy","to-read (#70), fisico (#5), fantasy (#44)",to-read,,,,0,0
201558834,Un pétalo de sangre y cristal,Sarah A. Parker,"Parker, Sarah A.",Xavier Beltrán Palomino,"=""8401032032""","=""9788401032035""",1,3.78,Plaza & Janés,Paperback,432,2024,,2024/02/29,2024/02/24,,,read,No podia ser más aburrido,,,1,0
60683957,Check & Mate,Ali Hazelwood,"Hazelwood, Ali",,"=""0593619919""","=""9780593619919""",5,4.00,G.P. Putnam's Sons Books for Young Readers,Paperback,352,2023,2023,2024/02/29,2024/01/02,,,read,,,,1,0
40264536,Matar un reino,Alexandra Christo,"Christo, Alexandra",Marcelo Andrés Manuel Bellon,"=""6075276130""","=""9786075276137""",5,3.74,Océano Gran Travesía México,Paperback,404,2018,2018,2024/02/26,2024/02/26,,,read,,,,1,0
181350812,Bride,Ali Hazelwood,"Hazelwood, Ali",,"=""0593550404""","=""9780593550403""",3,4.09,Berkley,Paperback,416,2024,2024,2024/02/24,2024/02/06,,,read,,,,1,0
75509306,Trenza del mar Esmeralda,Brandon Sanderson,"Sanderson, Brandon","Manu Viciano, Howard Lyon","=""8418037814""","=""9788418037818""",4,4.42,Nova CF,Hardcover,560,2023,2023,2024/02/22,2024/01/26,,,read,,,,1,0
6875163,"Traición (Los feos, #1)",Scott Westerfeld,"Westerfeld, Scott",Nieves Nueno Cobas,"=""9509080683""","=""9789509080683""",0,3.85,Montena,Paperback,437,2008,2005,,2024/02/19,currently-reading,currently-reading (#5),currently-reading,,,,1,0
60531416,Yumi and the Nightmare Painter,Brandon Sanderson,"Sanderson, Brandon",Aliya Chen,"=""1938570375""","=""9781938570377""",5,4.49,Dragonsteel Entertainment,Hardcover,480,2023,2023,2024/02/16,2024/01/25,,,read,,,,1,0
126062562,"The Assassin's Blade (Throne of Glass, #0.1-0.5)",Sarah J. Maas,"Maas, Sarah J.",,"=""1619632217""","=""9781619632219""",0,4.24,Bloomsbury Children’s Books,ebook,451,2023,2014,,2024/02/14,currently-reading,currently-reading (#4),currently-reading,,,,1,0
52619546,La paciente silenciosa,Alex Michaelides,"Michaelides, Alex",,"=""8420435511""","=""""",5,4.18,Alfaguara,Kindle Edition,384,2019,2018,2024/02/12,2024/01/16,,,read,,,,1,0
62898116,"Volver a empezar (It Ends with Us, #2)",Colleen Hoover,"Hoover, Colleen",Lara Agnelli,"=""8408267191""","=""9788408267195""",3,3.87,Planeta,Paperback,384,2023,2022,2024/02/12,2024/02/11,,,read,,,,1,0
27362503,"It Ends with Us (It Ends with Us, #1)",Colleen Hoover,"Hoover, Colleen",,"=""""","=""""",5,4.16,Atria Books,Kindle Edition,386,2016,2016,2024/02/11,2024/02/10,,,read,,,,1,0
44074800,The Southern Book Club's Guide to Slaying Vampires,Grady Hendrix,"Hendrix, Grady",,"=""""","=""""",5,3.80,Quirk Books,Kindle Edition,410,2020,2020,2024/02/10,2024/02/07,,,read,,,,1,0
43798285,The Institute,Stephen King,"King, Stephen",,"=""""","=""""",0,4.20,Scribner,Hardcover,561,2019,2019,,2024/02/10,,,read,,,,1,0
33124137,Pet Sematary,Stephen King,"King, Stephen",,"=""""","=""""",0,4.06,Scribner,Kindle Edition,580,2014,1983,,2024/02/10,,,read,,,,1,0
11588,"The Shining (The Shining, #1)",Stephen King,"King, Stephen",,"=""0450040186""","=""9780450040184""",0,4.27,New English Library (Hodder & Stoughton) ,Paperback,497,1980,1977,,2024/02/10,,,read,,,,1,0
203294582,"La maldición del amor verdadero (Érase una vez un corazón roto, #3)",Stephanie Garber,"Garber, Stephanie",,"=""8419252492""","=""9788419252494""",4,4.12,Puck,Paperback,384,2024,2023,2024/02/10,2024/02/09,,,read,,,,1,0
69352869,"La balada de Nunca Jamás (Érase una vez un corazón roto, #2)",Stephanie Garber,"Garber, Stephanie",,"=""8417854924""","=""9788417854928""",5,4.53,Puck,Paperback,416,2023,2022,2024/02/09,2024/01/02,,,read,,,,1,0
60182135,"Érase una vez un corazón roto (Érase una vez un corazón roto, #1)",Stephanie Garber,"Garber, Stephanie",,"=""8417854444""","=""9788417854447""",5,4.07,Puck,Paperback,416,2022,2021,2024/02/07,2023/12/22,,,read,,,,1,0
52857700,"House of Flame and Shadow (Crescent City, #3)",Sarah J. Maas,"Maas, Sarah J.",,"=""1681193094""","=""9781681193090""",0,4.22,Bloomsbury Publishing,ebook,835,2024,2024,,2024/01/06,currently-reading,currently-reading (#3),currently-reading,,,,1,0
40132775,"House of Sky and Breath (Crescent City, #2)",Sarah J. Maas,"Maas, Sarah J.",,"=""1408884429""","=""9781408884423""",4,4.50,Bloomsbury Publishing,Hardcover,805,2022,2022,2024/02/05,2024/01/31,,,read,,,,1,0
44778083,"House of Earth and Blood (Crescent City, #1)",Sarah J. Maas,"Maas, Sarah J.",,"=""1635574048""","=""9781635574043""",4,4.49,Bloomsbury Publishing,Hardcover,803,2020,2020,2024/01/30,2023/10/29,,,read,Me ha gustado mucho ,,,1,0
62365891,"Unfortunately Yours  (A Vine Mess, #2)",Tessa Bailey,"Bailey, Tessa",,"=""0063239035""","=""9780063239036""",1,3.82,Avon,Paperback,384,2023,2023,2024/01/26,2024/01/24,,,read,,,,1,0
58966280,The Mist,Stephen King,"King, Stephen",,"=""1529379318""","=""9781529379310""",4,3.94,Hodder & Stoughton,Paperback,181,2021,1980,2024/01/25,2024/01/23,,,read,,,,1,0
62047984,Yellowface,R.F. Kuang,"Kuang, R.F.",,"=""""","=""""",0,3.79,William Morrow,Hardcover,336,2023,2023,,2024/01/23,"to-read, thriller","to-read (#32), thriller (#21)",to-read,,,,0,0
60114057,"The American Roommate Experiment (Spanish Love Deception, #2)",Elena  Armas,"Armas, Elena",,"=""1668002779""","=""9781668002773""",3,3.83,Atria Books,Paperback,400,2022,2022,2024/01/23,2024/01/21,,,read,,,,2,0
179469754,"Reino de Cenizas (Trono de Cristal, #7)",Sarah J. Maas,"Maas, Sarah J.",Guiomar Manso,"=""841835934X""","=""9788418359347""",5,4.69,Hidra,Paperback,992,2023,2018,2024/01/21,2024/01/16,,,read,,,,1,0
36478784,The Flatshare,Beth O'Leary,"O'Leary, Beth",,"=""1787474402""","=""9781787474406""",3,4.01,Quercus,Hardcover,394,2019,2019,2024/01/17,2024/01/16,,,read,,,,1,0
18307488,Marina,Carlos Ruiz Zafón,"Zafón, Carlos Ruiz",,"=""8408004344""","=""9788408004349""",0,4.12,Booket,Paperback,290,2013,1999,,2022/05/08,fav,fav (#1),read,,,,1,0
42417537,"Torre del alba (Trono de Cristal, #6)",Sarah J. Maas,"Maas, Sarah J.",,"=""6073174284""","=""""",5,4.27,Alfaguara México,Kindle Edition,717,2018,2017,2024/01/15,2024/01/10,,,read,,,,1,0
61335357,Imperio de tormentas (Trono de cristal #5),Sarah J. Maas,"Maas, Sarah J.",Guiomar Manso de Zúñiga,"=""8418359323""","=""9788418359323""",5,4.62,Hidra,Paperback,765,2022,2016,2024/01/14,2024/01/09,,,read,Emotional damage,,,1,0
193810053,"Alas de sangre (Empíreo, #1)",Rebecca Yarros,"Yarros, Rebecca",Graciela Romero Saldaña,"=""8408279998""","=""9788408279990""",4,4.59,Planeta,Hardcover,730,2023,2023,2024/01/08,2023/10/29,,,read,,,,1,0
55189728,"Los hijos del rey  (Asesino de brujas, #2)",Shelby Mahurin,"Mahurin, Shelby",Estíbaliz Montero Iniesta,"=""8417854126""","=""9788417854126""",0,3.53,Puck,Paperback,512,2021,2020,,2024/01/01,currently-reading,currently-reading (#2),currently-reading,,,,1,0
28194,"Inkheart (Inkworld, #1)",Cornelia Funke,"Funke, Cornelia",Anthea Bell,"=""0439709105""","=""9780439709101""",0,3.92,Scholastic Paperbacks,Paperback,563,2005,2003,,2024/01/01,currently-reading,currently-reading (#1),currently-reading,,,,1,0
61767292,"Icebreaker (UCMH, #1)",Hannah  Grace,"Grace, Hannah",,"=""""","=""""",0,3.88,Pig & Bear Publishing,Kindle Edition,435,2022,2022,,2023/09/24,,,read,,,,1,0
68429,"The Well of Ascension (Mistborn, #2)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765316889""","=""9780765316882""",0,4.38,Tor Books,Hardcover,590,2007,2007,,2022/07/08,,,read,,,,1,0
53131744,"La bruja blanca (Asesino de brujas, #1)",Shelby Mahurin,"Mahurin, Shelby",,"=""""","=""9788417780708""",5,3.99,Puck,ebook,482,2020,2019,2023/12/28,2023/12/25,,,read,,,,1,0
40381392,"Finale (Caraval, #3)",Stephanie Garber,"Garber, Stephanie",,"=""1250157668""","=""9781250157669""",4,4.18,Flatiron Books,Hardcover,478,2019,2019,2023/12/25,2023/12/22,,,read,,,,1,0
36329818,"Legendary (Caraval, #2)",Stephanie Garber,"Garber, Stephanie",,"=""125009531X""","=""9781250095312""",0,4.16,Flatiron Books,Hardcover,451,2018,2018,,2023/12/22,,,read,,,,1,0
27883214,"Caraval (Caraval, #1)",Stephanie Garber,"Garber, Stephanie",,"=""1250095255""","=""9781250095251""",0,3.99,Flatiron Books,Hardcover,407,2017,2016,,2023/10/29,,,read,,,,1,0
59344312,Verity,Colleen Hoover,"Hoover, Colleen",,"=""153872474X""","=""9781538724743""",5,4.32,Grand Central Publishing,ebook,336,2021,2018,2023/12/13,2023/11/29,,,read,,,,1,0
53138095,"A ​Court of Silver Flames (A Court of Thorns and Roses, #4)",Sarah J. Maas,"Maas, Sarah J.",,"=""168119628X""","=""9781681196282""",0,4.47,Bloomsbury Publishing,Hardcover,757,2021,2021,,2023/09/13,,,read,,,,1,0
1099263,"Tríada (Memorias de Idhún, #2)",Laura Gallego,"Gallego, Laura",,"=""8467505591""","=""9788467505597""",0,4.14,SM,Hardcover,766,2006,2006,,2023/10/29,,,read,,,,1,0
9905729,"Padre rico, padre pobre",Robert T. Kiyosaki,"Kiyosaki, Robert T.",Sharon L. Lechter,"=""987578124X""","=""9789875781245""",0,4.12,SANTILLANA,Paperback,278,2012,1997,,2023/01/23,,,read,,,,1,0
50659471,"A Court of Frost and Starlight (A Court of Thorns and Roses, #3.5)",Sarah J. Maas,"Maas, Sarah J.",,"=""1635575621""","=""9781635575620""",0,3.77,Bloomsbury Publishing,Paperback,232,2020,2018,,2023/09/13,,,read,,,,1,0
16130549,"Doctor Sleep (The Shining, #2)",Stephen King,"King, Stephen",,"=""1476727651""","=""9781476727653""",0,4.13,Scribner,Hardcover,531,2013,2013,,2022/05/08,,,read,,,,1,0
8173717,La cúpula,Stephen King,"King, Stephen","Roberto Falcó Miramontes, Laura Manero","=""8401337526""","=""9788401337529""",0,3.92,Plaza & Janés,Hardcover,1136,2010,2009,,2022/05/08,,,read,,,,1,0
28787203,Ikigai: Los secretos de Japón para una vida larga y feliz,Héctor  García,"García, Héctor",Francesc Miralles,"=""""","=""""",0,3.74,Urano,Paperback,192,2016,2016,,2021/01/21,,,read,,,,1,0
59571699,Love on the Brain,Ali Hazelwood,"Hazelwood, Ali",,"=""1408725789""","=""""",0,3.92,Sphere,Kindle Edition,368,2022,2022,,2023/10/29,,,read,,,,1,0
32620332,The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""1501139231""","=""9781501139239""",0,4.42,Atria Books,Hardcover,389,2017,2017,,2023/10/29,,,read,,,,1,0
42201431,"The Unhoneymooners (Unhoneymooners, #1)",Christina Lauren,"Lauren, Christina",,"=""""","=""""",0,3.92,Gallery Books,Paperback,432,2019,2019,,2023/10/29,,,read,,,,1,0
50659472,"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",Sarah J. Maas,"Maas, Sarah J.",,"=""1635575605""","=""9781635575606""",0,4.48,Bloomsbury Publishing,Paperback,703,2020,2017,2023/10/29,2023/09/13,,,read,,,,1,0
68428,"The Final Empire (Mistborn, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""9780765311788""",0,4.48,Tor Books,Hardcover,541,2006,2006,,2022/07/08,,,read,,,,1,0
1099262,"La resistencia (Memorias de Idhún, #1)",Laura Gallego,"Gallego, Laura",,"=""846750269X""","=""9788467502695""",0,4.14,SM,Hardcover,558,2004,2004,,2023/10/29,,,read,,,,1,0
28257707,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,"Manson, Mark",,"=""""","=""""",0,3.89,Harper,Paperback,212,2016,2016,,2021/01/21,,,read,,,,1,0
26032825,"The Cruel Prince (The Folk of the Air, #1)",Holly Black,"Black, Holly",,"=""""","=""""",0,4.05,"Little, Brown Books for Young Readers",Hardcover,370,2018,2018,,2023/09/24,,,read,,,,1,0
26032912,"The Queen of Nothing (The Folk of the Air, #3)",Holly Black,"Black, Holly",,"=""0316310409""","=""9780316310406""",0,4.36,"Little, Brown",ebook,300,2019,2019,,2023/09/24,,,read,,,,1,0
26032887,"The Wicked King (The Folk of the Air, #2)",Holly Black,"Black, Holly",,"=""0316310336""","=""9780316310338""",0,4.30,"Little, Brown Books for Young Readers",ebook,336,2019,2019,,2023/09/24,,,read,,,,1,0
56732449,The Love Hypothesis,Ali Hazelwood,"Hazelwood, Ali",,"=""0593336828""","=""9780593336823""",0,4.15,Berkley Books,Paperback,383,2021,2021,,2023/09/24,,,read,,,,1,0
61326735,"Love, Theoretically",Ali Hazelwood,"Hazelwood, Ali",,"=""1408725797""","=""9781408725795""",0,4.12,Little Brown Books,Paperback,389,2023,2023,,2023/09/24,,,read,,,,1,0
50659468,"A Court of Mist and Fury (A Court of Thorns and Roses, #2)",Sarah J. Maas,"Maas, Sarah J.",,"=""1635575583""","=""9781635575583""",0,4.65,Bloomsbury Publishing,Paperback,626,2020,2016,,2023/09/13,,,read,,,,1,0
50659467,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",Sarah J. Maas,"Maas, Sarah J.",,"=""""","=""""",0,4.20,Bloomsbury Publishing,Paperback,419,2020,2015,,2023/09/13,,,read,,,,1,0
40603783,The Defining Decade: Why Your Twenties Matter—And How to Make the Most of Them Now,Meg Jay,"Jay, Meg",,"=""""","=""""",5,4.11,Twelve,Kindle Edition,273,2012,2012,2022/05/15,2022/05/08,,,read,,,,1,0
41086877,Normal People,Sally Rooney,"Rooney, Sally",,"=""""","=""""",3,3.81,Faber & Faber,Paperback,266,2019,2018,2022/05/10,2022/05/08,,,read,,,,2,0
1089597,La sangre de los inocentes,Julia Navarro,"Navarro, Julia",,"=""0307391787""","=""9780307391780""",0,4.02,Plaza y Janes,Paperback,780,2007,2007,,2022/05/09,,,read,,,,1,0
18050082,"Dispara, yo ya estoy muerto",Julia Navarro,"Navarro, Julia",,"=""0345805267""","=""9780345805263""",0,4.35,Vintage Espanol,Paperback,912,2013,2013,,2022/05/09,,,read,,,,1,0
8062894,Dime quién soy,Julia Navarro,"Navarro, Julia",,"=""8401337550""","=""9788401337550""",0,4.38,Plaza & Janes Editores,Hardcover,1104,2010,2010,,2022/05/09,,,read,,,,1,0
40122864,Bellas durmientes,Stephen King,"King, Stephen","Owen King, Carlos Milla Soler","=""9569646454""","=""9789569646454""",0,3.73,Plaza & Janés,Paperback,765,2018,2017,,2022/05/08,,,read,,,,1,0
40121378,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,James Clear,"Clear, James",,"=""""","=""""",0,4.36,Avery,Kindle Edition,319,2018,2018,,2021/01/21,,,read,,,,1,0
23587931,NOT A BOOK,Blue Books,"Books, Blue",,"=""""","=""""",5,4.60,,Kindle Edition,9,2014,2014,,2021/01/21,,,read,,,,1,0
6186357,"The Maze Runner (The Maze Runner, #1)",James Dashner,"Dashner, James",,"=""0385737947""","=""9780385737944""",4,4.05,Delacorte Press,Hardcover,384,2009,2009,,2021/01/21,,,read,,,,1,0
11870085,The Fault in Our Stars,John Green,"Green, John",,"=""""","=""""",1,4.14,Dutton Books,Hardcover,313,2012,2012,,2021/01/21,,,read,,,,1,0
2767052,"The Hunger Games (The Hunger Games, #1)",Suzanne Collins,"Collins, Suzanne",,"=""0439023483""","=""9780439023481""",5,4.34,Scholastic Press,Hardcover,374,2008,2008,,2021/01/21,,,read,,,,1,0
48855,The Diary of a Young Girl,Anne Frank,"Frank, Anne","Eleanor Roosevelt, Susan Massotty, Γιάννης Θωμόπουλος, Barbara Mooyaart-Doubleday, Otto H. Frank, Mirjam Pressler","=""""","=""""",4,4.19,Bantam,Mass Market Paperback,283,1993,1947,,2021/01/21,,,read,,,,1,0
18144590,The Alchemist,Paulo Coelho,"Coelho, Paulo",,"=""0062315005""","=""9780062315007""",5,3.91,HarperOne,Paperback,182,2014,1988,,2021/01/21,,,read,,,,1,0
40961427,1984,George Orwell,"Orwell, George",,"=""""","=""""",4,4.19,Houghton Mifflin Harcourt,Kindle Edition,298,2013,1949,,2021/01/21,,,read,,,,1,0
36124936,The Outsider,Stephen King,"King, Stephen",,"=""1501180983""","=""9781501180989""",5,4.01,Scribner,Hardcover,561,2018,2018,,2021/01/21,,,read,,,,1,0
830502,It,Stephen King,"King, Stephen",,"=""0450411435""","=""9780450411434""",5,4.24,New English Library,Paperback,1168,1987,1986,,2021/01/21,,,read,,,,1,0
28187,"The Lightning Thief (Percy Jackson and the Olympians, #1)",Rick Riordan,"Riordan, Rick",,"=""""","=""""",5,4.31,Disney Hyperion Books,Paperback,377,2006,2005,,2021/01/21,,,read,,,,1,0
3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",J.K. Rowling,"Rowling, J.K.",,"=""""","=""""",3,4.47,Scholastic Inc,Hardcover,309,2003,1997,,2021/01/21,,,read,,,,1,0
186074,"The Name of the Wind (The Kingkiller Chronicle, #1)",Patrick Rothfuss,"Rothfuss, Patrick",,"=""075640407X""","=""9780756404079""",5,4.52,Penguin Group DAW,Hardcover,662,2007,2007,,2021/01/21,,,read,,,,1,0
